clean_text,sentiment_label
disgusted disappointed united airline luggage policy attitude toward musician unacceptable,0
booked first class curbside delivery hour im counting,0
know customer service thank starting week vacay amazing note thank sarita,2
flight passenger stuck plane philly gangway cant hear pilot,0
tried already waiting list call back,0
forgiven loved customerits never left thats youre bae,2
am phl today flight attendant downright rude hostile made hour flight even worse,0
hotel still dont work folder business casual clothes,0
change air traveler investor,1
realize wife waiting delayed flight moment im sure understand tweet,0
one question wife didnt get bonus call today,1
happening also marie burroughs worst customer service rep ever,0
min hung always awful call reservation,0
okay thank ill check,2
flight tomorrow,1
something wrong website safari iphone,0
worse cant figure pack plane screw connectns claim hotl room san fran stranded pax way go,0
flight la vega dfw cancelled flightled ive hold forever still spoken anyone pls help,0
could train flight attendant manner decency,0
smart make angry mt weve partnered bring free digital access onboard,2
btr trained gate agts im frequent flyer amp nvr issue wmy bag day forced gate check priority boarding,0
waited airport two day get home weather relate flightd dealt horrible customer service finally switched,0
thanks idea resolved id like purchase ticket,1
rude arrogant gate personnel uncalled unprofessional,0
paid flight wifi austin san diego wasnt useable possible get refund conf,0
plane came broken seat rather fix put broken sign separated kid,0
customer service finest,2
spoke someone feedback line last night said would get preferred choice seat today,0
submitted refund request b st flight day ago need,0
enjoyed lounge much almost missed flight,2
hour still bag could flown costa rica back gift family bag,1
wasnt able sit seat since guy next using,0
think problem resolution decided end especially youd like continue flying airline,0
tripitpro accurate delayed dept time hour late flightr hear curious,0
good know three set traveler min standing waiting min pas,0
roc flight cancelled flightled love snowy drive home useful substitute,0
delayed departure hr wait passenger another flight late flight unacceptable,0
grouping virgin others bos weather exposed actual cu serv model never flight booking problem virgin,0
ready inspired,2
experienced defines customer service flight attendant willing follow passenger bag charge,0
guy wifi international flight,1
enrolled atl companion pas offer booked flight already may start using pas,1
hey awesome peep whats flight boston delayed hr,0
thanks canned response make look like care customer im sure twitter user fall,0
think little weak sauce zero inflight entertainment hour flight salt lake philadelphia,0
ive dmd thanks,2
im lol anyone arrived yet,1
thanx much followed emailed ticket voucher care,2
something wrong phone system call someone dont play recorded flight notification u late flight,0
wanted connect discus sponsorship opportunity silicon valley day film festival,1
appreciate credit trouble lack personal response trouble,0
sorry thought done,1
cabin crew huge offender stood conversational cluster blocking exiting passenger,0
ruined honeymoon causing u miss international flight stranded,0
cancelled flight flight wait line get rebooked im front make go another gate lose place,0
huh sent crash report feb alone one day app consistently crash,0
dont deice plane sits one hour could delay,0
people phone cant see difference thats poor process,0
thanks great recap wouldnt able sleep nervous bad guy getting away,2
thats tried entering email nd device made email typo way fix amp option log outin,0
whats delay boston today sister trying go home broinlaw trying come rdu craziness,0
ill tell say hey,1
hey left favorite blanket plane bring back home,1
flight really cheap whats catch,1
checked day cho need added please evaluate,0
keep good work got destination safe time today,2
even voucher picking bag,0
bag may may airport unfortunately one airport picking phone responding message,0
usa help line accidentally booked flight thursday instead wednesday want switch,1
today yr longer preferred airline,0
disappointed missed connection roc slc reimbursement even tho friend pilot said due atc,0
lolol,2
next flight delayed well charlotte luck,0
ua still waiting supposed depart,0
applied status match feb got confirmation email day still news though guy dropped ball late flightly,0
thanks mr got rebooked already lost first class seat life,0
somehow dfw mia got bumped b way g whats,0
incredibly frustrating emailed still havent received response,0
flight keep telling min take hour first time best,0
lied face gate upgrade thanks,0
chance u offer fresh guacamole flight,1
really aggressive blast obnoxious entertainment guest face amp little recourse,0
gj funny attendant recommended tweeting letting know subpar customer service,0
would like know whats going current flight land,1
flight cancelled flightlations finally get flight get gate time amp youve given seat away seriously,0
thanks response better nothing ahem,2
please reply dm,1
wan na say youre incredible sending people see idol sooooo kind amazing,2
flight still going dal,1
money change flight dont answer phone suggestion make commitment,0
responded info different customer service line,0
rebooting chicago dispatch system need im tired sitting plane,1
